Quartier,Commune,Etage,Superficie,Piece,Electricite,Gaz,Eau,Acte notarie,Jardin,Livret foncier,Meuble,Garage,Prix
Bouzaeah pascal,Bouzareah,4.0,190,5.0,1,1,1,0,0,0,0,1,5000.0
CIT COSIDER,Bouzareah,5.0,127,5.0,1,1,1,0,0,0,0,0,2200.0
La vigie ,Bouzareah,1.0,40,2.0,1,1,1,1,0,0,1,0,1900.0
Cosider La Fontan,Bouzareah,2.0,122,5.0,1,1,1,1,0,0,0,0,3300.0
Bouzarea,Bouzareah,3.0,70,3.0,0,1,1,1,1,0,1,0,2300.0
Pie des zouaf,Bouzareah,1.0,80,3.0,1,1,1,1,0,0,0,0,2100.0
paskal,Bouzareah,4.0,87,2.0,1,1,1,1,0,0,0,0,5000.0
la fantme,Bouzareah,1.0,72,3.0,1,1,1,1,1,0,0,0,3600.0
El idrisi carnou,Bouzareah,2.0,104,5.0,1,1,1,1,0,0,0,1,2300.0
Fougeroux,Bouzareah,1.0,110,4.0,0,1,1,0,0,0,0,0,2500.0
Beau sejour,Bouzareah,4.0,95,3.0,1,1,1,1,0,1,1,1,4600.0
armaf,Bouzareah,1.0,60,2.0,1,1,1,1,0,0,0,0,4000.0
foret Bainem ,Bouzareah,5.0,78,3.0,1,1,1,1,0,0,0,0,2500.0
la vegie,Bouzareah,2.0,35,2.0,1,1,1,1,0,0,0,0,3800.0
cit cosider,Bouzareah,2.0,122,5.0,1,1,1,1,0,0,0,0,2500.0
la fanton ,Bouzareah,3.0,75,3.0,1,1,1,1,0,0,0,0,2600.0
parc mirmont,Bouzareah,1.0,80,3.0,1,1,1,1,0,1,1,1,2600.0
Bouhamam ,Bouzareah,3.0,100,4.0,1,1,1,1,0,0,0,0,3500.0
ECOLES SUPERIEURE DE BANQUE,Bouzareah,2.0,86,3.0,1,1,1,1,0,1,0,0,3200.0
La vigie- Djnan Mabrouk,Bouzareah,1.0,120,4.0,0,0,0,1,0,0,0,0,1800.0
route de bainem puis des ouaves ,Bouzareah,1.0,220,7.0,1,1,1,0,1,0,0,1,2600.0
Rue des vieillard ,Bouzareah,4.0,150,4.0,1,1,1,1,0,0,0,0,2500.0
Cite Nassim,Bouzareah,1.0,86,4.0,1,1,1,1,0,0,0,0,2400.0
Bouskoul,Bouzareah,2.0,80,3.0,1,1,1,1,0,0,0,0,2300.0
Cit Nassim,Bouzareah,2.0,110,5.0,1,1,1,1,0,0,0,0,3400.0
cite cnep,Bouzareah,2.0,70,3.0,1,1,0,1,1,0,0,0,2300.0
les fontons,Bouzareah,2.0,80,3.0,1,1,1,1,0,1,0,0,2300.0
420 log cite cosider ,Bouzareah,1.0,130,3.0,1,1,1,0,1,0,0,0,2400.0
PUITS DES ZOUAVES ENTRE CHAABA & BOUHAMAM (CITE BEIDA),Bouzareah,3.0,81,3.0,1,1,1,0,0,0,0,0,2000.0
BOUSCOULT,Bouzareah,2.0,150,5.0,1,1,1,1,0,1,0,0,2650.0
La fontome,Bouzareah,4.0,150,5.0,1,1,1,0,0,0,0,0,4000.0
Bouhamame,Bouzareah,1.0,120,4.0,1,1,1,1,0,0,0,1,3800.0
bouzareah,Bouzareah,2.0,140,4.0,1,1,1,0,0,0,0,0,1900.0
Bouzareah,Bouzareah,1.0,62,2.0,1,1,1,1,1,1,0,0,4300.0
LA FONTAN,Bouzareah,3.0,75,3.0,1,1,1,1,0,1,0,0,3600.0
La Fanton,Bouzareah,3.0,80,3.0,1,1,1,1,0,0,0,0,2100.0
Boussmaha,Bouzareah,1.0,50,2.0,1,1,1,1,0,0,0,0,1600.0
  ,Bouzareah,10.0,107,4.0,1,1,1,1,0,0,0,1,2800.0
LA FONTAN,Bouzareah,1.0,89,3.0,1,1,1,1,0,0,0,0,3500.0
Bouhammame,Bouzareah,3.0,70,3.0,0,0,0,0,0,0,0,0,4200.0
La fonton ,Bouzareah,5.0,92,3.0,1,1,1,1,0,1,0,0,1400.0
Bouhamame,Bouzareah,3.0,75,3.0,0,0,0,0,0,0,0,0,3300.0
cite consider ,Bouzareah,5.0,80,3.0,1,1,1,0,0,0,0,0,1700.0
Bouzareah ,Bouzareah,3.0,60,2.0,1,1,1,1,0,0,0,0,1700.0
Bouzareah ,Bouzareah,1.0,162,5.0,1,1,1,1,0,0,0,1,3100.0
Bouzareah ,Bouzareah,1.0,156,5.0,1,1,1,1,0,0,0,0,1300.0
la vigie,Bouzareah,3.0,70,3.0,1,1,1,0,0,0,0,0,2200.0
la Fonton,Bouzareah,1.0,125,5.0,1,1,1,1,0,1,0,1,1100.0
b,Bouzareah,1.0,95,3.0,1,1,1,1,0,1,0,0,1000.0
lamara,Bouzareah,2.0,60,2.0,1,1,1,0,0,0,0,0,1000.0
lamara,Bouzareah,2.0,83,3.0,1,1,1,1,0,0,0,0,1000.0
Beau sjour ,Bouzareah,11.0,110,4.0,1,1,1,1,0,0,0,0,1600.0
Air de France,Bouzareah,3.0,66,3.0,0,0,0,0,0,0,0,0,1280.0
Rsidence Les Palmiers,Bouzareah,3.0,147,4.0,1,1,1,1,0,1,0,0,2000.0
bouscour ,Bouzareah,2.0,150,4.0,1,1,1,0,0,0,0,1,1500.0
Bouhamam ,Bouzareah,2.0,108,4.0,1,1,1,1,0,0,1,0,1000.0
puit des zouaves,Bouzareah,4.0,75,3.0,1,1,1,1,0,0,0,0,1400.0
celestre,Bouzareah,2.0,92,4.0,1,1,1,0,0,1,0,0,1200.0
Fougeroux bouzareah,Bouzareah,2.0,52,3.0,1,1,1,1,0,0,1,0,1600.0
Bouzarhea air de france,Bouzareah,1.0,80,3.0,1,1,1,0,0,0,0,0,2100.0
PRES DU CENTRE VILLE A 3 MN,Bouzareah,1.0,51,2.0,1,1,1,1,0,0,0,1,1400.0
bouhammam ,Bouzareah,1.0,73,3.0,1,1,1,1,0,0,0,0,2500.0
Beausejour,Bouzareah,1.0,74,3.0,1,1,1,0,0,0,0,0,3100.0
la fantant,Bouzareah,1.0,73,3.0,1,1,1,1,0,0,0,0,2300.0
Bainem,Bouzareah,11.0,156,5.0,1,1,1,1,0,0,0,0,1250.0
Bouzareah (cit cosider les fantomes ),Bouzareah,1.0,125,5.0,1,1,1,1,0,0,0,0,2000.0
cit nassim bouhamam,Bouzareah,2.0,83,3.0,1,1,1,1,0,0,1,0,2000.0
La Fantoum . ,Bouzareah,5.0,120,3.0,1,1,1,1,0,0,0,0,2200.0
cosider,Bouzareah,1.0,90,3.0,1,1,1,0,0,0,0,0,1500.0
bouhmam,Bouzareah,3.0,105,4.0,0,0,0,0,0,0,0,0,2800.0
lamara,Bouzareah,1.0,135,4.0,1,1,1,0,0,0,0,0,2000.0
Bouhamam,Bouzareah,4.0,95,3.0,1,1,1,1,0,1,0,0,1800.0
LAFONTON (Cosider),Bouzareah,5.0,83,3.0,1,1,1,1,0,1,0,0,2800.0
telepherique,Bouzareah,3.0,100,4.0,1,1,1,1,0,1,0,1,1900.0
Bouskoul,Bouzareah,1.0,93,3.0,1,1,1,0,0,0,0,0,2000.0
Bouhemam,Bouzareah,1.0,110,4.0,1,1,1,0,0,0,1,0,2200.0
La fonton bouzareah,Bouzareah,2.0,140,5.0,1,1,1,0,0,0,0,0,1700.0
la fume .,Bouzareah,4.0,93,3.0,1,1,1,0,0,0,0,1,2300.0
Bouhamam cit El mitak ,Bouzareah,2.0,110,4.0,1,1,1,0,0,0,0,0,2300.0
Amara,Bouzareah,2.0,180,5.0,1,1,1,1,0,0,0,1,2800.0
FONTAN,Bouzareah,5.0,79,3.0,1,1,1,0,0,0,0,0,2100.0
cooperative,Bouzareah,4.0,95,3.0,1,1,1,1,0,1,0,0,3200.0
Cit 800/600 logements EPLF la Fonton,Bouzareah,5.0,128,5.0,1,1,1,0,0,0,0,0,1250.0
"Rampe Louni Arezki, Alger",Casbah,2.0,85,4.0,1,1,1,1,0,0,0,0,2850.0
casbah,Casbah,1.0,38,2.0,1,1,1,0,0,0,1,1,2200.0
rue du chrtre - plase des martyrs ,Casbah,3.0,50,3.0,1,1,1,0,0,0,0,0,1200.0
soustara placette,Casbah,6.0,56,3.0,1,1,1,0,0,0,0,0,1500.0
soustara,Casbah,1.0,55,3.0,1,1,1,0,0,0,0,0,1700.0
Dar eldiaf ,Cheraga,2.0,120,4.0,1,1,1,0,0,0,0,1,2900.0
Dar eldiaf ,Cheraga,1.0,145,4.0,1,1,1,0,0,0,0,1,4700.0
Dar eldiaf ,Cheraga,2.0,120,4.0,1,1,1,1,0,1,0,1,1700.0
AMARA ,Cheraga,4.0,100,4.0,1,1,1,1,0,1,1,0,2150.0
Centre,Cheraga,5.0,73,3.0,1,1,1,1,0,1,0,1,1700.0
cit ludunes 268 cheraga alger,Cheraga,2.0,108,4.0,1,1,1,1,0,0,1,0,2400.0
Centre,Cheraga,1.0,73,3.0,1,1,1,1,0,1,0,1,1600.0
Residence les jardins ,Cheraga,5.0,170,5.0,1,1,1,0,1,0,0,1,4200.0
Bouchaoui centre entre cheraga et staoueli rsidence e-rayan,Cheraga,3.0,120,3.0,1,1,1,0,1,0,0,1,2300.0
Cit des 30 logement,Cheraga,1.0,106,4.0,1,1,1,0,1,0,1,1,2360.0
dar diaf,Cheraga,3.0,121,4.0,1,1,1,1,1,1,0,1,2500.0
Bouchaoui,Cheraga,1.0,105,4.0,1,1,1,1,0,0,1,1,1550.0
DAR DIAF,Cheraga,6.0,82,3.0,1,1,1,1,1,1,0,1,1400.0
DAR DIAF,Cheraga,2.0,126,4.0,1,1,1,0,0,1,0,1,1400.0
Cheraga,Cheraga,3.0,73,3.0,1,1,1,1,0,1,0,1,2600.0
Amara,Cheraga,2.0,80,3.0,1,1,1,1,0,0,0,0,1500.0
DAR DIAF,Cheraga,2.0,95,3.0,1,1,1,0,0,1,0,1,1600.0
DAR DIAF,Cheraga,5.0,88,3.0,1,1,1,1,0,1,0,1,3000.0
proximit centre commercial El quods,Cheraga,2.0,126,4.0,1,1,1,1,0,1,0,0,3700.0
Centre,Cheraga,2.0,156,5.0,1,1,1,1,0,1,0,1,3000.0
Dar Diaf << Bali >>,Cheraga,2.0,125,4.0,1,1,1,1,0,0,0,1,1600.0
alouia foudil ammra 1,Cheraga,1.0,120,5.0,1,1,1,1,0,1,0,0,1400.0
dar diaf,Cheraga,1.0,115,4.0,1,1,1,1,0,1,0,1,2600.0
PROMOTION BESSA SAPIN1,Cheraga,8.0,123,3.0,1,1,1,0,0,0,0,0,2500.0
DAR DIAF,Cheraga,4.0,112,4.0,1,1,1,1,1,1,0,1,2400.0
Cheraga ,Cheraga,6.0,135,3.0,1,1,1,1,0,1,0,1,2500.0
Bouchaoui,Cheraga,5.0,68,3.0,1,1,1,1,0,0,0,0,2500.0
plateau,Cheraga,3.0,140,4.0,1,1,1,1,1,1,1,1,3000.0
Rue Suidani Boujemaa (Cit des enseignants) ,Cheraga,1.0,75,3.0,1,1,1,1,0,1,0,1,2800.0
Bouchaoui centre ville ,Cheraga,1.0,110,4.0,1,1,1,1,0,0,0,1,2800.0
Amara ,Cheraga,2.0,80,3.0,1,1,1,1,0,1,0,0,1300.0
rsidence pristige   amara ,Cheraga,1.0,97,3.0,1,1,1,1,0,1,0,1,1500.0
plateau,Cheraga,4.0,108,3.0,1,1,1,1,1,1,1,1,3000.0
Amara,Cheraga,4.0,65,2.0,0,0,0,0,0,1,0,0,1500.0
 proximit du NISSAN,Cheraga,3.0,139,4.0,1,1,1,1,1,1,0,1,2150.0
bouchaoui centre,Cheraga,1.0,75,3.0,1,1,1,1,0,0,0,0,1100.0
a cot du NISSAN,Cheraga,3.0,97,3.0,1,1,1,0,1,0,0,1,2400.0
Cite sonatrach,Cheraga,4.0,115,4.0,1,1,1,0,0,0,0,0,2800.0
dar diaf,Cheraga,1.0,120,4.0,1,1,1,1,0,1,0,1,2400.0
cite 320 log ru les dune ,Cheraga,1.0,70,3.0,1,1,1,1,0,0,0,0,4700.0
DAR DIAF,Cheraga,4.0,121,4.0,1,1,1,1,1,1,0,1,1600.0
Amara,Cheraga,3.0,55,2.0,1,1,1,0,0,0,0,0,2000.0
Cheraga,Cheraga,6.0,125,4.0,1,1,1,1,1,1,0,1,1100.0
amara,Cheraga,2.0,58,2.0,1,1,1,0,0,0,1,0,2700.0
Cheraga centre cote leyce ,Cheraga,4.0,120,3.0,1,1,1,1,0,1,0,1,1700.0
cheraga,Cheraga,3.0,128,4.0,0,0,0,0,0,0,0,0,1800.0
En plein centre de cheraga,Cheraga,3.0,140,10.0,1,1,1,1,0,1,1,0,1200.0
Rsidence les jardins ,Cheraga,5.0,170,5.0,1,1,1,0,1,0,0,1,1400.0
Dar diaf,Cheraga,2.0,128,4.0,0,1,1,1,0,1,1,1,3500.0
Nouveau TRIBUNAL ,Cheraga,2.0,120,4.0,1,1,1,1,0,1,0,0,1400.0
Amara,Cheraga,3.0,100,4.0,1,1,1,1,0,1,1,1,4500.0
route d'ouled Fayet Lot N15 Chraga-Alger,Cheraga,3.0,153,4.0,1,1,1,0,1,0,0,0,2400.0
amara,Cheraga,4.0,118,5.0,0,0,0,0,0,0,0,0,1700.0
Chraga,Cheraga,3.0,170,4.0,1,1,1,0,1,0,0,0,1450.0
alioua foudil ,Cheraga,2.0,80,3.0,1,1,1,1,0,1,1,0,2100.0
Amara,Cheraga,3.0,80,3.0,1,1,0,1,1,1,0,0,2500.0
les dunes,Cheraga,1.0,104,4.0,1,1,1,0,1,0,0,1,2700.0
Ilot 156 section 27 ZOUAOUA Chraga,Cheraga,3.0,143,4.0,0,0,0,0,0,0,0,0,1500.0
cite bon fanten,Cheraga,2.0,50,3.0,1,1,1,1,0,1,0,0,2500.0
Amara,Cheraga,2.0,80,3.0,1,1,1,0,0,0,0,0,1400.0
route d'ouled Fayet Lot N15 Chraga-Alger,Cheraga,4.0,144,4.0,1,1,1,0,1,0,0,0,2400.0
3mara,Cheraga,1.0,75,3.0,1,1,1,0,1,0,0,0,2500.0
Amara,Cheraga,2.0,97,4.0,1,1,1,1,0,0,1,1,1400.0
Bochaoui,Cheraga,1.0,105,4.0,1,1,1,1,0,0,0,0,4700.0
Amra Acote sal de Feti ,Cheraga,2.0,99,4.0,1,1,1,0,0,0,0,1,2300.0
bessa promotion residence,Cheraga,7.0,123,4.0,1,1,1,0,0,0,0,0,1300.0
Cheraga,Cheraga,3.0,90,3.0,1,1,1,0,0,0,0,1,2250.0
Rsidence BESSA Cheraga,Cheraga,7.0,123,4.0,1,1,1,1,0,0,0,0,1500.0
Grands vents,Cheraga,1.0,145,5.0,1,1,1,1,0,1,0,0,1700.0
DAR DIAF,Cheraga,3.0,116,4.0,1,1,1,1,0,1,0,1,1600.0
kaouche,Cheraga,2.0,115,4.0,1,1,1,1,0,1,1,1,2600.0
Rsidence Bessa Les Sapins ,Cheraga,2.0,115,4.0,1,1,1,1,1,1,1,1,2900.0
Bouchaoui,Cheraga,2.0,110,4.0,1,1,1,1,1,0,0,0,2800.0
"Rsidence Le Belvdre BALI "" Dar Diaf """,Cheraga,4.0,115,4.0,1,1,1,1,0,1,0,1,2400.0
Acote dar diaf et de l`ecol cour soleil,Cheraga,1.0,128,4.0,1,1,1,1,0,1,0,1,3200.0
Rsidence Al Jazi,Cheraga,3.0,135,4.0,1,1,1,1,0,1,1,0,4000.0
Daira,Cheraga,3.0,90,3.0,1,1,1,0,0,0,0,1,1800.0
rsidence bessa,Cheraga,8.0,125,4.0,1,1,1,1,0,1,0,1,1800.0
Dar Eddiaf - Djnane Achabou,Cheraga,2.0,74,3.0,1,1,1,1,1,1,0,0,3800.0
Bouchaoui,Cheraga,1.0,105,4.0,1,1,1,0,0,1,0,0,1400.0
dar diaf,Cheraga,1.0,90,3.0,0,0,0,1,0,1,0,0,2800.0
Petit Staoueli ,Cheraga,1.0,80,3.0,1,1,1,0,1,0,1,1,1700.0
ain allah,Cheraga,3.0,78,3.0,0,0,0,1,0,1,0,0,4700.0
chique,Cheraga,2.0,106,4.0,1,1,1,1,0,1,0,1,3900.0
entre Cheraga et d'Ely brahim,Cheraga,6.0,120,4.0,1,1,1,1,0,1,0,1,2300.0
Cheraga,Cheraga,3.0,65,3.0,1,1,1,0,0,1,0,0,1700.0
250 logement ,Cheraga,3.0,68,3.0,1,1,1,1,0,1,0,0,2500.0
CHERAGA les grands vents,Cheraga,5.0,103,3.0,1,1,1,0,0,0,0,1,4400.0
 cheraga  pas loin de Renault,Cheraga,1.0,178,3.0,1,1,1,0,0,0,1,0,3100.0
Cheraga,Cheraga,1.0,117,4.0,1,1,1,1,1,1,0,1,2970.0
en face cit emairates ,Cheraga,5.0,150,4.0,1,1,1,1,0,1,0,1,1400.0
kaouch,Cheraga,1.0,123,4.0,1,1,1,0,0,0,0,1,1500.0
kaouch,Cheraga,2.0,104,4.0,1,1,1,0,0,0,0,1,2700.0
kaouch,Cheraga,2.0,123,4.0,1,1,1,0,0,0,0,1,4200.0
08mai1945,Cheraga,2.0,101,3.0,1,1,1,0,0,0,0,1,3100.0
11 DECEMBRE,Cheraga,2.0,65,3.0,1,1,1,1,0,1,0,0,2830.0
Amara,Cheraga,4.0,110,4.0,1,1,1,1,0,1,0,0,3500.0
Bouchaoui centre ville *RSIDENCE RAYEN* ,Cheraga,3.0,120,5.0,1,1,1,1,0,0,0,0,3100.0
Dar Diaf ,Cheraga,2.0,100,3.0,1,1,1,1,1,1,0,0,2300.0
L'es Grand vents derrire oreedo ,Cheraga,2.0,121,4.0,1,1,1,1,0,1,0,0,1600.0
Dar Diaf ,Cheraga,2.0,128,4.0,1,1,1,0,1,0,0,0,1700.0
Rsidence Nour,Cheraga,5.0,123,3.0,1,1,1,1,0,0,0,1,3700.0
Dar Diaf ,Cheraga,3.0,107,3.0,1,1,1,0,1,0,0,0,3200.0
Dar Diaf ,Cheraga,2.0,132,4.0,1,1,1,0,1,0,0,0,1600.0
el karia,Cheraga,3.0,72,3.0,0,0,0,1,0,1,0,0,3000.0
DAR DIAF,Cheraga,3.0,110,4.0,1,1,0,1,1,1,0,1,2750.0
320 logts route des dunes prs de sovac,Cheraga,4.0,105,4.0,1,1,1,1,0,1,0,1,2900.0
Chraga,Cheraga,3.0,125,4.0,1,1,1,1,1,1,0,1,1500.0
cheraga,Cheraga,7.0,160,4.0,1,1,1,1,0,1,0,1,1200.0
Cheragag,Cheraga,1.0,87,3.0,1,1,1,1,0,1,0,1,2500.0
residence ENNOUR  ,Cheraga,5.0,122,3.0,1,1,1,1,0,1,0,1,3000.0
Amara,Cheraga,2.0,128,4.0,1,1,1,1,0,0,0,1,1800.0
Deriere El Qods,Cheraga,7.0,138,5.0,1,1,0,1,1,0,0,1,1800.0
Ammara,Cheraga,2.0,80,3.0,1,1,1,0,0,0,0,0,1500.0
Bouchaoui centre ville ,Cheraga,4.0,85,3.0,1,1,1,0,0,0,0,0,2500.0
Bouchaoui centre ville ,Cheraga,1.0,70,3.0,1,1,1,0,0,0,0,0,3800.0
amara,Cheraga,3.0,100,4.0,1,1,1,1,0,1,1,0,3100.0
Promotion Bessa,Cheraga,8.0,162,5.0,1,1,1,1,0,0,1,1,2600.0
cit alioua fodil amara ,Cheraga,1.0,100,4.0,1,1,1,1,0,1,0,0,2900.0
cheraga,Cheraga,2.0,120,4.0,1,1,1,1,0,0,0,1,2300.0
karia,Cheraga,4.0,73,3.0,1,1,1,1,0,1,0,0,4500.0
Kaouche ,Cheraga,4.0,160,5.0,1,1,1,0,0,0,1,1,2500.0
amara ,Cheraga,1.0,90,4.0,1,1,1,1,0,0,0,0,2700.0
amara,Cheraga,1.0,95,4.0,1,1,1,0,0,0,0,1,1850.0
cheraga,Cheraga,6.0,230,4.0,1,1,1,1,1,1,0,1,2500.0
cheraga,Cheraga,3.0,120,4.0,1,1,1,1,1,1,0,1,2000.0
dar diaf,Cheraga,3.0,125,4.0,1,1,1,1,0,0,0,1,2050.0
kaouach,Cheraga,1.0,110,4.0,1,1,1,1,0,0,0,1,3200.0
Bouchaoui 3,Cheraga,4.0,67,3.0,1,1,1,1,0,0,0,0,2800.0
gerault,Cheraga,2.0,180,5.0,1,1,1,0,0,0,0,1,2000.0
Dar diaf ,Cheraga,1.0,121,4.0,1,1,1,1,1,1,0,1,3000.0
centre de cheraga,Cheraga,4.0,80,3.0,1,1,1,1,0,1,0,0,2500.0
Amara Cheraga,Cheraga,4.0,60,2.0,1,1,1,0,0,0,0,0,2300.0
Amara,Cheraga,1.0,130,4.0,1,1,1,0,0,0,1,1,2200.0
Chraga,Cheraga,4.0,126,4.0,1,1,1,0,1,0,0,1,2600.0
Amara,Cheraga,1.0,80,3.0,1,1,1,1,0,1,0,0,1100.0
cheraga,Cheraga,1.0,100,3.0,1,1,1,0,1,0,0,0,1900.0
bessa sapin 1,Cheraga,8.0,162,5.0,1,1,1,1,1,0,0,0,2400.0
Residence des Pins,Cheraga,2.0,138,4.0,1,1,1,1,0,1,0,1,1500.0
cheraga,Cheraga,4.0,154,4.0,1,1,1,0,0,0,0,0,3200.0
cheraga,Cheraga,3.0,110,4.0,0,0,0,0,0,0,0,0,4100.0
 ,Cheraga,1.0,120,4.0,1,1,1,1,0,0,0,1,2500.0
Dar Diaf,Cheraga,5.0,116,3.0,1,1,1,0,0,0,0,0,3900.0
Dar Diaf,Cheraga,6.0,212,5.0,1,1,1,0,0,0,0,0,2200.0
les grands vents,Cheraga,3.0,145,5.0,1,1,1,0,1,0,0,0,4200.0
City bonne fontaine,Cheraga,2.0,42,2.0,1,1,1,1,0,1,0,0,2000.0
cit bensmail,Cheraga,2.0,70,3.0,1,1,1,1,0,1,0,0,3200.0
Dar Diaf,Cheraga,1.0,107,3.0,1,1,1,0,0,0,0,0,1300.0
Dar Diaf,Cheraga,5.0,98,3.0,1,1,1,0,0,0,0,0,3800.0
Les Dunes,Cheraga,1.0,120,5.0,1,1,1,0,0,0,0,0,1500.0
 700 m d' El Qods ,Cheraga,3.0,150,5.0,1,1,1,1,0,1,0,1,2800.0
Dar Diaf,Cheraga,5.0,87,2.0,1,1,1,0,0,0,0,0,2800.0
bessa sapin 1,Cheraga,8.0,162,5.0,1,1,1,1,1,0,0,0,2000.0
Dar Diaf,Cheraga,4.0,83,2.0,1,1,1,0,0,0,0,0,4300.0
Dar Diaf,Cheraga,2.0,115,4.0,1,1,1,0,0,0,0,0,4300.0
Centre cheraga,Cheraga,1.0,70,4.0,1,1,1,0,0,0,0,0,2200.0
Les dunes ,Cheraga,2.0,109,4.0,1,1,1,0,0,0,0,0,5000.0
Dar Diaf,Cheraga,4.0,110,3.0,1,1,1,0,0,0,0,0,1900.0
Dar Diaf,Cheraga,4.0,138,5.0,1,1,1,0,1,0,0,1,2300.0
Dar Diaf,Cheraga,1.0,108,4.0,1,1,1,0,1,0,0,1,2700.0
El qods,Cheraga,4.0,149,5.0,1,1,1,0,0,0,0,1,2400.0
Bouchoui centre,Cheraga,1.0,105,4.0,1,1,1,1,0,1,0,0,1900.0
Les dunes.,Cheraga,2.0,110,4.0,0,0,0,1,0,0,0,0,2600.0
Kaouche ,Cheraga,2.0,125,4.0,1,1,1,0,0,0,0,1,4300.0
DAR DIAF,Cheraga,5.0,116,4.0,1,1,1,1,0,1,0,1,4800.0
Cheraga ville ,Cheraga,2.0,120,4.0,1,1,1,1,0,1,0,1,2400.0
El Kods,Cheraga,3.0,147,5.0,1,1,1,0,0,0,0,1,3800.0
centre ville cheraga ,Cheraga,1.0,135,5.0,1,1,1,0,0,0,0,1,2700.0
dar diaf,Cheraga,1.0,127,4.0,1,1,1,1,0,1,0,1,3500.0
cheraga ,Cheraga,2.0,63,2.0,1,1,1,1,0,1,0,1,2000.0
rsidence les jardin ,Cheraga,4.0,166,5.0,1,1,1,1,0,1,0,1,1900.0
Amara ,Cheraga,1.0,102,4.0,1,1,1,1,1,0,0,1,2500.0
Ammara,Cheraga,1.0,92,4.0,1,1,1,1,0,0,0,1,2300.0
nouvelle daira ,Cheraga,1.0,115,3.0,1,1,1,1,1,1,0,0,2900.0
RESIDENCE DES JARDINS,Cheraga,4.0,166,5.0,1,1,1,0,1,0,0,0,2000.0
residence les sypres,Cheraga,1.0,125,4.0,1,1,1,1,1,1,0,1,2800.0
cheraga,Cheraga,2.0,114,3.0,1,1,1,0,0,0,0,1,2700.0
ammara,Cheraga,1.0,92,4.0,1,1,1,0,0,0,0,1,1600.0
PETIT STAOUALI,Cheraga,2.0,100,4.0,1,1,1,0,0,0,0,0,3200.0
Bouchaoui ,Cheraga,3.0,110,4.0,1,1,1,1,0,1,1,0,1450.0
Rsidence el Nour,Cheraga,4.0,67,2.0,0,0,0,1,0,1,0,0,2400.0
Cite sonatrach,Cheraga,3.0,120,4.0,1,1,1,1,0,0,0,0,1800.0
Rsidence Les Sapins ,Cheraga,2.0,118,4.0,1,1,1,0,0,0,0,1,1600.0
Lundin,Cheraga,1.0,110,4.0,1,1,1,1,0,1,0,0,2400.0
residenciale,Cheraga,2.0,85,3.0,1,1,1,1,0,1,0,1,3500.0
Rsidence BALI Dar Diaf ,Cheraga,5.0,80,3.0,1,1,1,1,0,1,0,1,2900.0
cheraga,Cheraga,1.0,109,3.0,1,1,1,1,0,1,0,1,4000.0
coperative abora,Cheraga,3.0,75,3.0,1,1,1,1,0,1,0,0,2500.0
Rsidence BALI 1 ,Cheraga,2.0,115,4.0,1,1,1,1,0,1,0,1,4200.0
dar diaf,Cheraga,4.0,200,5.0,1,1,1,0,0,0,0,0,2700.0
soupli,Cheraga,1.0,78,3.0,1,1,1,0,0,0,0,0,2200.0
Pas loin du march ,Cheraga,1.0,75,3.0,1,1,1,1,0,1,1,1,2800.0
Cheraga dar dief ,Cheraga,1.0,119,4.0,1,1,1,0,0,0,0,0,3000.0
Rsidence les sapins 1 Bessa promotion Cheraga ,Cheraga,3.0,120,4.0,1,1,1,0,1,0,0,1,3100.0
Les jardins ,Cheraga,4.0,165,5.0,1,1,1,1,1,1,0,1,3500.0
Calme,Cheraga,3.0,120,3.0,1,1,1,1,0,1,0,1,2500.0
Dar diaf,Cheraga,3.0,100,4.0,1,1,1,1,0,1,0,0,2500.0
RESIDENCE CYPRES  CHERAGA,Cheraga,3.0,127,4.0,1,1,1,1,0,1,0,1,4500.0
Cheraga amara ,Cheraga,1.0,85,3.0,1,1,1,0,0,0,0,1,1400.0
Bessa,Cheraga,1.0,95,3.0,1,1,1,1,0,1,0,1,1400.0
Ammara,Cheraga,4.0,86,3.0,1,1,1,1,0,0,0,0,2550.0
250 logements,Cheraga,4.0,85,4.0,1,1,1,0,0,0,0,0,2300.0
Bouchaoui centre ville *RSIDENCE RAYEN* ,Cheraga,1.0,115,4.0,1,1,0,1,1,0,0,1,2300.0
Rsidence les Lilas (Bali),Cheraga,6.0,116,3.0,1,1,1,1,1,0,0,1,2900.0
250 logts,Cheraga,3.0,70,3.0,1,1,1,0,0,0,0,0,1900.0
ammara,Cheraga,4.0,86,3.0,0,0,0,0,0,0,0,0,3000.0
Cheraga amara ,Cheraga,1.0,80,3.0,1,1,1,0,0,0,0,1,3300.0
ct ancien tribunal ,Cheraga,3.0,120,4.0,1,1,1,1,0,1,0,0,1400.0
amara 216 logement,Cheraga,4.0,84,3.0,1,1,1,1,0,0,0,0,3100.0
Cheraga ,Cheraga,4.0,84,3.0,1,1,1,1,0,1,0,1,2750.0
Cheraga,Cheraga,5.0,120,4.0,1,1,1,0,0,0,0,0,2500.0
cheraga,Cheraga,2.0,100,3.0,1,1,1,1,0,1,0,1,3100.0
Cit 250 logements ,Cheraga,3.0,70,3.0,0,0,0,1,0,1,0,0,2200.0
250 logements cheraga centre,Cheraga,3.0,70,3.0,1,1,1,1,1,1,0,0,2400.0
schneder,Cheraga,4.0,164,4.0,1,1,1,1,0,1,0,1,4600.0
